CKG_NM,CKG_MTRL_CN
칠게볶음,[재료] 칠 게 500g| 홍고추 1개| 청고추 1개| 양파 4/1개| 쪽파 5개| 올리브유 3/1컵| 통깨 1t| 참기름 1t| 전분가루 2스푼 [양념] 간장 2스푼| 맛술 1스푼| 매실액 1스푼| 생강술 1t| 고추가루 1스푼| 고추장 1스푼| 다진마늘 1t| 후추 조금| 굴소스 1t| 올리고당 1스푼
칠리새우,[재료] 블랙타이거새우(中한팩) 약 40마리| 녹말가루 1컵| 계란 1개| 다진마늘 1/3큰술| 다진 대파 1줄기| 파프리카 다진것 약간| 파슬리가루 약간| 식용유(튀김용)| 물(or육수) 100ml [녹말물 재료] 물 4큰술| 녹말가루 1큰술 [새우밑간] 소금 약간| 후추(허브솔트or시즈닝솔트) 약간 [소스] 두반장 1큰술| 고추기름 1큰술| 케첩 5~6큰술| 설탕 1+1/2큰술| 매콤한 굴소스 1큰술| 고운 고춧가루 1큰술
칠리치킨,[재료] 닭고기 230g| 녹말가루 3큰술| 올리브유 1큰술| 마늘 1통| 소금 조금| 후춧가루 조금| 땅콩(or견과류) 조금 [양념] 청양고춧가루(or캡사이신) 1t| 고추장 2큰술| 케첩 2큰술| 간장 1작은술| 식초 1작은술| 설탕 1+1/2큰술| 물엿 1큰술| 굴소스 1/2작은술
칡차,[재료] 칡| 물
카라멜크림,[재료] 생크림 200g| 물 2Ts [양념] 설탕 130g
카레,[재료] 돼지고기| 당근| 감자| 파프리카| 양파| 올리브유 [양념] 시즈닝솔트| 후춧가루| 파키스탄카레| 한국카레| 일본카레
카레고로케,[필수 재료] 식빵 8장| 양배추 5장| 당근 1/4개| 양파 1/2개| 부추 1줌| 달걀 1개| 빵가루 적당량| 식용유 약간 [양념 재료] 카레 가루 4숟가락| 물 2숟가락| 굴 소스 1숟가락| 소금 약간| 후추 약간
카레돈까스,[재료] 돈까스용 돼지고기 6장(큰건 4장정도) [튀김옷] 튀김가루| 달걀| 빵가루 [밑간] 소금| 후추| 카레가루
카레라이스,[재료] 돼지고기 (카레용) 200g| 양파 1/2개| 감자(큰것) 2개| 당근 1/2개(작은것)| 호박 1/4개| 물 700ml| 마늘 3알(다지기)| 오일 조금| 밥| 고형카레 6조각 [고기밑간] 소금| 후춧가루 약간씩
카레볶음밥,[재료] 밥 1+1/2공기| 쇠고기 50그람(대략)| 새우 50그람| 파 1/3개| 청피망 1/2개| 홍파프리카 1/2개| 노랑파프리카 1/2개| 양상추 1줌| 새송이버섯 1개| 식용유 적당량  [양념] 카레가루 1스푼 | 굴소스 1스푼 | 소금 약간| 스테이크소스
카레빵,[재료] 강력분 200g| 박력분 100g| 설탕 2큰술| 소금 1작은술| 인스턴트 드라이 이스트 2작은술| 미지근한물 110ml| 카레 300g| 우유 70ml | 밀가루 3큰술 | 빵가루 1컵| 우유나 찬물 1/2컵| 튀김용기름 0.5리터
카레죽,[재료] 밥 1+1/2공기| 감자 1개| 당근 1/2개| 호박 1/4개| 닭가슴살 1컵 [양념] 카레가루 5스푼| 소금 약간 [닭살 양념] 맛술 약간| 소금 약간| 후춧가루 약간| 생강가루 약간
카레치킨,[재료] 닭다리| 튀김가루| 빵가루| 우유 [양념] 카레가루
카레피자,[재료] 카레소스 1공기| 야채믹스(각종 야채 깍뚝썬것)| 피자치즈| 밀가루강력분 220g| 카레가루30g [양념] 물 150g| 설탕 10g| 소금 5g| 드라이이스트 5g| 올리브유 2큰술
카스타드,[10개분량 재료] 박력분 70g| 설탕 70g| 달걀 2개| 달걀노른자 1개| 우유 1큰술| 녹인버터 30g [커스터드크림] 달걀노른자 1개| 우유 100g| 설탕 25g| 박력분 10g| 바닐라에센스 약간
카스테라,[재료] 박력분 135g| 계란노른자 120g(7~8개)| 계란 220g(4개 정도)| 오일 10g| 럼주 20g [양념] 설탕 195g| 꿀 15g| 물엿 10g| 생크림 30g| 버터 40g| 소금 1/4t| 바닐라설탕12g
카스테라빵,[재료] 계란 7개| 핫케이크가루 1봉지| 우유 270ml [양념] 올리브유 약간
카오팟무,[재료] 돼지고기 200g| 양파 1/4개| 당근 1조각| 숙주 100g| 달걀 2개| 밥 2공기| 딸기 1개 [양념] 설탕 1/2T| 미향 1T| 멸치액젓 2T| 참기름 1/2T| 굴소스 4T| 후춧가루 적당량| 통깨 톡톡
카페모카,[재료] 에스프레소 2 shot| 초코소스 20ml| 우유 150ml [양념] 생크림 취향껏| 초코소스 취향껏
카푸치노,[재료] 거품 낸 우유 150ml [양념] 에스프레소 1샷 30ml
카프레제샐러드,[재료] 짭잘이 토마토 1개| 슬라이스 치즈 2장 [바질페스토] 바질잎 8장| 잣 30g| 파르메산 치즈(블록) 갈은 것 30g| 올리브유 50ml| 소금 약간| 후추 약간
칼국수,[재료] 칼국수 3인분| 감자 1/2개| 애호박 1/3개| 계란 1개| 새우 1줌| 표고버섯 2개| 당근 약간| 대파 1/2대| 멸치육수 2리터 [양념] 국간장 3큰술| 소금 약간| 후춧가루 약간
캘리포니아롤,[재료] 밥 3공기| 오이 1/2개| 고급 맛살 4줄| 새싹채소 1줌| 리챔 1/2캔| 날치알 4큰술| 김 2장| 마요네즈 1/2큰술 [단촛물] 식초 3큰술| 설탕 2큰술| 소금 1작은술 [와사비 소스] 와사비 1작은술| 마요네즈 2큰술| 물엿 1작은술
커스타드크림,[재료] 달걀 노른자 2개| 우유 250g| 설탕 75g| 전분 20g| 바닐라익스트랙 2티스푼
커스터드크림,[재료] 노른자 3개| 우유 250g| 박력분 25g [양념] 설탕 55g| 바닐라 오일 3~4방울
커스터드크림빵,[재료] 강력분 300g| 설탕 35g| 인스턴트 드라이이스트 7g| 우유 150ml| 소금 조금| 버터 20g| 달걀 1개 [커스터드크림 재료] 박력분 2+1/2큰술| 설탕 40g| 버터 20g| 달걀노른자 2개| 바닐라향가루 4g| 우유 210ml [달걀물 재료] 달걀노른자| 물 1t
커피마들렌,[재료] 박력쌀가루 100g| 설탕 50g| 꿀 30g| 버터 100g| 계란 2개| 베이킹파우더 2g| 수프리모커피가루 5g| 소금 1g| 바닐라액 1작은술
커피젤리,[재료] 원두 6~7g| 원두내릴 물 210g| 판젤라틴 5g [양념] 설탕 30g| 연유 조금
컵떡볶이,[재료] 떡 400그람| 동그란 어묵 8개| 물 2+1/2종이컵  [양념] 고추장 1숟가락| 케찹 2/3숟가락| 고춧가루 2/3숟가락| 소금 1/2숟가락| 설탕 1숟가락| 요리술 1숟가락| 물엿 1/3숟가락
컵케이크,[재료] 계란 4개| 설탕 120g| 박력분 150g| 베이킹파우더 5g| 소금 조금| 버터 50g| 우유 40g| 레몬즙 1큰술| 레몬익스트랙 2~3방울
케이크,[재료] 흑미 박력쌀가루 90g| 버터 65g| 설탕 65g(매실맛 허니파우더80g)| 물엿 10g| 계란 90g| 베이킹 파우더 2g| 소금 1g| 우유 10g
케익,[재료] 박력분 90g| 아몬드가루 20g| 코코아가루 1큰술| 호두 20g| 달걀 3개| 우유 30g [양념] 설탕 90g| 녹인버터 30g| 초콜릿 80g
코다리간장조림,[재료] 코다리 2마리| 청양고추 2개 [양념] 멸치육수 1.5컵| 간장 4큰술| 맛술 2큰술| 청주 2큰술| 설탕 1큰술| 물엿 2큰술| 다진 마늘 0.5큰술| 생강즙이나 가루 약간| 포도씨오일 2큰술
코다리양념구이,[재료] 코다리 1마리| 다진대파 1/4뿌리 [양념] 고춧가루 1큰술| 간장 5큰술| 다진 마늘 0.5큰술| 참기름 0.5큰술| 설탕 1큰술| 맛술 1큰술
코다리조림,[재료] 코다리 3마리| 나박썬무 2줌| 청양고추 2개| 물 1컵 [양념] 생강즙 0.5큰술| 맛술 1큰술| 소금 약간| 참기름 1큰술 [양념장] 고춧가루 3큰술| 간장 6큰술| 다진마늘 0.5큰술| 설탕 0.5큰술| 맛술 1큰술
코울슬로,[재료] 쌈배추 작은것 4~5장| 노랑파프리카 1/2개| 빨강파프리카 1/2개| 초록파프리카 1/2개| 유기농 냉동야채 얼린것 3TS [소스] 마요네즈 4TS| 머스타드소스 1TS| 올리브유 2TS| 레몬즙 3TS| 식초 2TS| 꿀 2TS| 설탕 1+1/2TS| 소금 약간| 후추 약간
코코넛,[재료] 오징어링 1마리| 코코넛롱 100g [튀김옷 재료] 밀가루 1/2컵| 물 1/4컵| 달걀 1개| 카레가루 1큰술| 소금 약간| 후추 약간 [허니머스터드소스] 머스터드 2큰술| 마요네즈 1/2큰술| 꿀 1큰술
코코넛비스킷,[재료] 박력분 2큰술| 달걀 흰자 2개| 설탕 60g| 코코넛롱 100g
코코넛카레,[코코넛 카레] 매운맛 카레가루 150g| 감자 2개| 당근 1개| 양파 1개| 토마토 3개| 애호박 1/2개| 새송이 1개| 코코넛밀크 가루 2티스푼| 카카오 가루 2티스푼 [바질 치킨] 동물복지 인증 닭가슴살 250g| 바질 가루 2티스푼| 파슬리 가루 2티스푼| 후추 약간| 올리브 오일 3스푼| 썬 마늘 4스푼
코코넛쿠키,[재료] 계란 1개| 설탕 50g| 생크림 20g| 박력분 30g| 아몬드가루 30g| 코코넛가루 80g
코티지파이,[재료] 라구소스 1컵| 감자 1~2개| 우유 60ml ±α| 소금 약간| 후추 약간| 그라나 파다노 치즈 1T| 모짜렐라 스트링 치즈 1개
콘브레드,[재료] 중력분 135g| 옥수수가루 100g| 계란 2개 100g| 버터 38g| 우유 60g| 베이킹파우더(저는 5g) 7g| 베이킹소다 1/4t| 소금 1/4t| 설탕 38g| 취향에 따라 물기뺀 옥수수알 70g| 겉에 바를 노른자 1개
콘샐러드,[재료] 스위트콘 통조림 1캔| 양파 1/2개| 청피망 작은것 1개| 홍피망 작은것 1개| 당근 1/3개 [양념] 마요네즈 3큰술| 식초 3+1/2큰술| 설탕 1큰술| 소금 1/2작은술| 후추가루 1/2작은술| 파슬리 1작은술
콘옥수수튀김,[재료] 콘옥수수| 기름| 전분가루| 설탕| 소금| 파슬리가루
콜드파스타,[재료] 푸실리 100g| 새우 5~6마리| 적양배추 20g| 어린잎채소 30g| 방울토마토 10여개| 양파 1/3개 [소스] 올리브유 5스푼| 다진양파 3스푼| 다진마늘 0.5스푼| 레몬즙 0.5스푼| 매실청 2스푼| 올리고당 1스푼| 소금 1티스푼| 허브솔트 약간
콜라비김치,[재료] 콜라비 6개 | 절임소금 2큰술 [재료] 실파 10개| 고춧가루 1컵| 매실청 2큰술| 멸치액젓 1/2컵| 마늘가루 1작은술| 생강가루 1/2작은술
콜라수육,[재료] 돼지 삼겹살 2kg| 양파 1개| 무우 약간| 대파 1대| 월계수잎 5장| 된장 1스푼| 콜라(펩시) 1리터 [양념] 새우젓 1스푼| 청양고추 1개| 깨소금 약간
콩국수,[재료] 흰콩(백태) 불린 것 3종이컵| 소금(입맛에맞게) 0.5큰술| 국수 5인분| 오이 1/2개| 토마토 1개
콩나물국,[재료] 콩나물 200g| 다시마 육수 4컵| 다진 마늘 1작은술| 굵은 소금 조금| 실파 조금| 청양 고추 조금| 다시마 작은 것 2장
콩나물맛살무침,[재료] 콩나물(약 300g) 3줌| 맛살 큰 것(약 120g) 3줄 [콩나물 삶는 물] 물 1.5컵| 굵은 소금 0.2큰술 [양념] 국 간장 0.5큰술| 다진 파 3큰술| 다진 마늘 1큰술| 설탕 0.3큰술| 참기름 1큰술| 통깨 1큰술| 소금 적당량| 후춧가루 적당량
콩나물밥,[재료] 불린쌀 4컵| 콩나물 3줌| 다시마(10cm) 1장| 쇠고기(100g) 1줌| 물 3컵 [양념] 청주 1큰술| 소금 약간| 후춧가루 약간 [양념장] 진간장 1/2컵| 고춧가루 1큰술| 다진마늘 0.5큰술| 다진 파 1큰술| 총총 썬 달래 4큰술| 참기름 0.5큰술| 통깨 0.5큰술
콩나물볶음,[재료] 콩나물 250g| 대파 1/5대| 홍고추 1/2개 [양념] 간장 2큰술| 고춧가루 1큰술| 설탕 0.3큰술| 맛술 2큰술| 다진 마늘 0.5큰술| 참기름 1큰술| 통깨 1큰술| 소금 약간| 후춧가루 약간
콩나물북어국,[재료] 북어| 콩나물 1줌| 다시마| 무| 달걀 1개| 청양고추 [양념] 새우젓| 멸치가루| 국간장| 들기름 or 참기름
콩나물어묵국,[재료] 콩나물 2줌(1/2봉지)| 어묵 3장| 무 나박 썬 것 1줌| 대파 1/2대| 청양고추 1/2개| 멸치다시물 8종이컵 [양념] 국간장 2큰술| 소금간 약간| 다진 마늘 1/2큰술| 고춧가루 1큰술| 후춧가루 약간
콩나물오뎅국,[재료] 북어| 오뎅| 콩나물| 대파| 땡초(생략가능)| 쑥갓(생략가능)| 다진마늘| 국간장| 새우젓| 소금
콩나물전,[재료] 콩나물 1팩| 흑두부(또는 일반두부) 150g| 쪽파 3대| 검정깨| 달걀 1개| 우리통밀가루 2큰술 [양념] 소금 조금 [초간장] 수제맛간장| 레몬즙(식초)| 깨소금| 실파
콩나물쫄면,[재료] 쫄면 2인분| 콩나물 2줌| 오이 1/4개| 당근 1/5개| 양배추 5장| 삶은달걀 1개 [양념] 고추장 4큰술| 간장 1.5큰술| 고춧가루 1큰술| 식초 1큰술| 설탕 1큰술| 참기름 1큰술| 물엿 1큰술| 사과즙 0.5큰술| 다진마늘 0.5큰술| 청양고추 1개
콩반찬,[재료] 콩 2컵 [양념] 설탕 6T| 진간장 7T| 올리고당 2T
콩비지찌개,[재료] 쇠고기(우리한우) 100g| 콩비지 150g| 신김치 100g [양념] 다진마늘 1큰술| 물 450ml| 고춧가루 1큰술| 홍고추 1개| 청고추 1개| 대파 1/2대| 새우젓 적당량| 오일 적당량
콩잎김치,[재료] 삭힌 콩잎 4단| 멸치액젓 1컵| 멸치육수 2컵| 고춧가루 1+1/2컵| 다진마늘 8큰술| 생강 2스푼| 통깨 5큰술
콩잎물김치,[재료] 콩잎 3단| 양파 1개| 홍고추 2개| 풋고추 2개 [양념] 생강가루(or생강즙) 1작은술| 마늘즙 3쪽분| 된장 1큰술| 생수 적당량| 밀가루 3큰술| 물 7컵
콩자반,[재료] 불린 흰콩 100g| 불린 검정콩 100g| 물 4컵 [양념] 소금 약간| 참기름 1숟갈| 통깨 1숟갈| [조림장]| 다시마 우린물 1컵| 와촌 간장소스 10숟갈| 설탕 1숟갈| 맛술 2숟갈| 올리고당 2숟갈
콩조림,[재료] 서리태 340g [양념] 간장 1/3컵| 황설탕 5큰술| 물엿 5~8큰술| 물 6~8컵
콩포트,[재료 비율] 아사히베리 1| 설탕 1
쿠키,[재료] 아몬드 100g| 헤이즐넛 100g| 피스타치오 50g| 계란흰자 60g| 커피가루 10g| 흰설탕 180g
쿠키샌드,[재료] 바나나 1개| 두유 50ml| 코코아 3큰술| 쿠키 6개
쿠키슈,[쿠키반죽] 버터 80g| 설탕 80g| 박력분 80g| 아몬드가루 50g [슈반죽] 슈믹스 150g| 물 225g [양념] 커스타드 믹스 100g| 우유 100g| 생크림 200g| 설탕 20g
퀘사디아,[재료] 또띠아| 볶음김치| 모짜렐라치즈 [소스] 다진양파| 청양고추| 방울토마토| 레몬즙
퀘사딜라,[재료] 닭가슴살 2쪽| 또띠아(20cm) 4장| 토마토 1개| 양파 1개| 옥수수캔 1/2분량 [양념] 소금 조금| 후추 조금| 케이준가루 1Ts| 피자치즈 200g| 식용유 1T| 발사믹식초 1T| 꿀 1T| 케찹 4T| 핫소스 1T| 피자소스 2T
크래커,[재료] 박력분 150g| 통밀 100g| 버터 80g| 슈가파우더 70g| 계란 1개| 베이킹파우더 1/2t| 시나몬가루 1T| 메이플시럽 약간
크랙쿠키,[재료] 박력분 100g| 코코아 가루 20g| 초콜렛 95g| 계란 1개| 우유 20g| 오일 50g| 설탕 50g| 베이킹 파우더 1/2t| 슈가파우더 약간
크랜베리스콘,[재료] 무염버터 50g| 박력분 100g| 중력분 100g| 소금 1/3ts| 설탕 45g| 베이킹파우더 6g| 달걀 30g| 요거트 45g| 건크랜베리 40g
크랜베리쿠키,[재료] 크랜베리 1/2컵| 시판용 쿠키믹스 1개| 버터 18g| 계란 1개| [요리 기구]| 유산지| 호일상자
크런치바,[재료] 캘리포니아 건포도 150그램| 마시멜로우 250그램| 메이플 시럽 60ml| 무염버터 50그램| 견과류 믹스 100그램| 쌀크로칸트 70그램| 라이스프레이크 또는 콘프레이크 100그램.
크레이프케이크,[재료] 계란 큰사이즈 2개| 소금 조금| 우유 300cc| 설탕 30g| 박력분 90g| 녹인버터 40g| 바닐라액 3~4방울| 생크림 200cc| 설탕 30g| 캘리포니아건포도 60g| 장식용 딸기 조금
크레페케익,[크레페] 밀가루박력분 100g| 설탕 20g| 계란 1개| 우유 200g| 버터 20g| 소금 0.5작은술| 식용유 약간 [바나나크림 재료] 바나나 3개| 다진 호두 30g [바나나토핑] 바나나 2개| 버터 1큰술| 흑설탕 1큰술| 계피가루 0.5작은술| 산딸기 약간| 민트잎| 슈거파우더 약간
크로와상,[재료] 강력분 250g| 반죽용버터 25g| 물 135g| 설탕 25g| 인스턴트 드라이 이스트 2g| 소금 1g| 충전용 버터 135g [양념] 달걀물 조금
크로와상샌드위치,[재료] 크로와상| 치즈| 슬라이스햄| 피클| 잎채소(생채) [양념] 토마토| 마요네즈| 씨겨자
크로켓,[재료] 디츠다짐 1봉지| 두부 1/2모| 각종야채 적당량| 녹말가루 3Ts| 계란 1~2개| 빵가루 2컵| 녹말가루 1/2컵| 포도씨유 약간 [양념] 소금 2ts| 후추 2ts
크로크무슈,[재료] 식빵or바게트| 햄| 피자치즈| 파슬리
크리스마스머핀,[재료] 박력분 150g| 베이킹파우더 1ts| 버터 120g| 설탕 100g| 계란 2개| 우유 60g| 건조후르츠 100g| 럼주 1T| 소금 1/4ts| 체리통조림 적당량
크리스마스케이크,[재료] 핫케익가루 500g| 우유 250g| 계란 2개| 생크림 1컵| 설탕 2큰술| 딸기 조금| 식용유 조금
크리스마스케익,[슈] 박력분 150g| 우유 125g| 물 125g| 버터 110g| 소금 2.5g| 계란 4개(200g) | 생크림 100ml| 설탕 10g| 제노아즈| 딸기| 장식용체리| 생크림 1컵| 시럽| 슈가파우더 [커스터드크림] 우유 250g| 바닐라액 1ts| 계란노른자 3개(60g)| 설탕 70g| 박력분 25g
크리스피치킨,[재료] 치킨파우더 (치킨용 튀김가루) 1컵| 닭 정육 1팩(300g) [반죽] 치킨파우더 (치킨용 튀김가루) 3/4컵| 물 1/2컵 [스리라차 마요소스] 마요네즈 2TS| 스리라차소스 1TS
크림빵,[재료] 강력분 300g| 설탕 30g| 소금 6g| 인스턴드라이스트 7g| 달걀 24g| 파프리카쥬스 150g| 버터 45g [양념] 크림파티쉐 100g| 우유 250g
크림소스,[재료] 홍합| 베이컨 2줄| 양파 1/2개| 파프리카 1/4개| 파슬리 [양념] 생크림 2컵 | 좋아하는치즈
크림스튜,[재료] 닭가슴살 400그램| 양파 1개| 감자 4개| 데친 브로콜리 1/3개| 가지 1/2개| 애호박 1/2개| 청피망 1/2개| 홍피망 1/2개| 완두콩 1줌| 스위트콘 3큰술| 올리브유 1큰술 [양념] 고형 크림스튜 1팩| 물 800ml| 우유 250ml| 생크림 150ml| 후추 약간| 소금 약간
크림치즈머핀,[재료] 버터 60g| 크림치즈 40g| 설탕 80g| 달걀 2개| 아몬드가루 12g| 강력분 10g| 박력분 90g| 베이킹파우더 2g| 머핀속 크림치즈 70g| 머핀 위 토핑 크림치즈 50g| 포피시드 1ts
크림치즈샌드위치,[재료] 크림치즈플레인맛| 식빵| 오이| 햄| 새싹채소 [양념] 케찹 약간| 머스터드 약간
크림치즈스콘,[재료] 밀가루 250g| 베이킹파우더 3g| 소금 1/2ts| 크림치즈 100s| 설탕 3T| 계란(작은사이즈) 1개| 우유 100ml| 레몬즙 2T| 레몬껍질 1개분
크림치즈케이크,[재료] 박력분 140g| 아몬드 파우더 30g| 베이킹 파우더 3g| 달걀 3개| 깍뚝썬 크림치즈 몇조각 [양념] 크림치즈 120g| 버터 85g| 설탕 120g| 소금 적당량
